,doc_id,date,time_start,time_end,time_slot_start,time_slot_end,time_slot_duration,appointments_count,overtime_delay,event_type,event_time_stamp,delay_caused_due_to_event
29,26bed692-d097-42c8-9a83-f3e2ca00a926,2024-02-10,20:00:00,23:00:00,21:15:00,21:30:00,15,6,14,cannot make it,2024-01-18 00:00:00,9
30,df92903f-a017-4381-94d3-268b39926cc0,2024-01-19,18:00:00,20:00:00,18:45:00,19:00:00,15,4,4,,,
31,7d968bc8-83a8-4cac-9e12-4c179adb8374,2024-01-07,9:00:00,11:00:00,10:00:00,10:15:00,15,4,4,delayed due to patient,2024-01-31 00:00:00,10
32,c503dd63-fe64-4068-947b-d7e69af41dae,2024-02-10,20:00:00,23:00:00,21:30:00,21:45:00,15,6,3,,,
33,5f0ea8fd-f3d5-46b6-9019-6311c0266451,2024-01-28,18:00:00,20:00:00,19:00:00,19:15:00,15,4,8,delay in arrival,2024-01-29 00:00:00,14
34,945717dc-ed01-4edc-85ff-14af452d523a,2024-02-15,18:00:00,20:00:00,19:00:00,19:15:00,15,4,10,,,
35,3bbbdc44-257a-478e-a11e-bb28539bd63c,2024-01-02,9:00:00,11:00:00,9:00:00,9:15:00,15,4,7,,,
36,19ea05a0-ad8a-4221-94ac-a929283ee868,2024-02-25,20:00:00,23:00:00,20:00:00,20:15:00,15,6,1,,,
37,0ea41a57-b17e-44c8-aee9-9e09c2433b0d,2024-03-01,20:00:00,23:00:00,21:00:00,21:15:00,15,6,14,,,
38,060202e5-8d89-4e4c-ac2c-88ab6b8dc418,2024-01-24,20:00:00,23:00:00,20:00:00,20:15:00,15,6,8,delay in arrival,2024-03-10 00:00:00,0
39,9184745a-744e-4b4f-8627-435cf4c4974e,2024-02-14,20:00:00,23:00:00,21:00:00,21:15:00,15,6,6,delayed due to patient,2024-03-18 00:00:00,1
40,826566c5-e98a-4842-93bf-c3209286571b,2024-03-25,20:00:00,23:00:00,21:00:00,21:15:00,15,6,0,,,
41,d444458a-10e8-4a32-82ee-d12a2935eadf,2024-01-18,20:00:00,23:00:00,20:45:00,21:00:00,15,6,0,,,
42,9ce15e03-4b87-4725-bc61-ee375cfb95f9,2024-01-18,20:00:00,23:00:00,21:00:00,21:15:00,15,6,2,,,
43,b6b13774-a26f-4ef0-872c-607e2913e51b,2024-01-31,9:00:00,11:00:00,9:45:00,10:00:00,15,4,3,,,
44,5f39fefe-10e3-42aa-aa4c-57cc9056f990,2024-02-01,18:00:00,20:00:00,18:30:00,18:45:00,15,4,14,,,
45,421a5cd7-6166-45a8-a647-1d13e5b3ed4d,2024-01-05,9:00:00,11:00:00,9:00:00,9:15:00,15,4,3,,,
46,b3a82223-251f-4b32-99bd-86eaac47d3de,2024-02-02,9:00:00,11:00:00,9:30:00,9:45:00,15,4,1,,,
47,c57f2864-7342-44a2-9c47-d954c4e9fff3,2024-01-29,20:00:00,23:00:00,20:15:00,20:30:00,15,6,0,,,
48,919acf3c-be33-4e0c-8874-733e60f87126,2024-03-28,20:00:00,23:00:00,20:00:00,20:15:00,15,6,2,,,
49,093b0489-a730-4b1d-b698-353eb7caacd2,2024-03-17,18:00:00,20:00:00,19:00:00,19:15:00,15,4,10,delay in arrival,2024-01-02 00:00:00,0
50,a4fd36ba-9f9f-416e-b7e3-116b0bb865b1,2024-01-29,20:00:00,23:00:00,21:15:00,21:30:00,15,6,9,,,
51,63e90d25-2c63-4260-b6b0-c2ee64559378,2024-03-05,9:00:00,11:00:00,9:00:00,9:15:00,15,4,5,,,
52,765f28f1-4901-4468-86c6-05a1e70d17f6,2024-03-03,9:00:00,11:00:00,9:00:00,9:15:00,15,4,11,,,
53,5dd70082-cc43-4246-a005-ce9d660c98b4,2024-02-14,9:00:00,11:00:00,9:00:00,9:15:00,15,4,9,delayed due to patient,2024-02-16 00:00:00,8
54,33caec32-10f5-47cf-99fb-627f0970f4dc,2024-02-09,18:00:00,20:00:00,18:00:00,18:15:00,15,4,7,,,
55,6c42a8f1-cac6-41d6-8924-20a5f4d1be0e,2024-02-08,18:00:00,20:00:00,18:45:00,19:00:00,15,4,8,,,
56,50543ddf-4279-402e-aed5-beacea83bd42,2024-01-22,18:00:00,20:00:00,19:00:00,19:15:00,15,4,3,,,
57,c0c67168-e6c8-4138-a10a-bd2360b60611,2024-02-01,9:00:00,11:00:00,9:45:00,10:00:00,15,4,4,,,
58,42b9a844-6046-430e-b5e0-d7de1ca15931,2024-02-10,9:00:00,11:00:00,10:00:00,10:15:00,15,4,15,,,
59,c39db6ca-97d1-4262-9ec8-3d9809a00127,2024-02-29,20:00:00,23:00:00,20:45:00,21:00:00,15,6,10,delayed due to patient,2024-02-14 00:00:00,10
60,ffb7f3e9-2e47-4a46-acac-e3aadce3078b,2024-02-09,9:00:00,11:00:00,9:00:00,9:15:00,15,4,2,,,
61,cd666b9c-45b2-477c-9ccb-11cfff497b0a,2024-01-02,18:00:00,20:00:00,18:30:00,18:45:00,15,4,13,cannot make it,2024-01-31 00:00:00,4
62,616c8ba3-566a-40a8-b788-3041e7f023f0,2024-02-21,20:00:00,23:00:00,20:15:00,20:30:00,15,6,14,,,
63,a310f9e2-0e65-4bdd-8cd3-6d5d31103c38,2024-03-28,9:00:00,11:00:00,9:45:00,10:00:00,15,4,9,,,
64,21e3a292-6c0b-49c2-a64f-7f91bf3b1f7b,2024-03-24,20:00:00,23:00:00,20:45:00,21:00:00,15,6,10,,,
65,2b881231-2b2c-4af2-ac55-021edacfec6f,2024-02-13,18:00:00,20:00:00,18:00:00,18:15:00,15,4,3,delay in arrival,2024-03-04 00:00:00,12
66,45049195-04e1-4b05-8999-85c553267bbf,2024-02-26,18:00:00,20:00:00,18:00:00,18:15:00,15,4,8,,,
67,59474135-cde4-4a40-a5f5-5057b3985f4e,2024-03-26,20:00:00,23:00:00,21:00:00,21:15:00,15,6,0,delay in arrival,2024-03-07 00:00:00,2
68,45dfcbdc-dd77-4129-96af-d8e11f0408b9,2024-01-08,18:00:00,20:00:00,18:30:00,18:45:00,15,4,2,,,
69,66b9bd65-1522-410b-bd3c-088d8bbbd91c,2024-02-29,20:00:00,23:00:00,20:00:00,20:15:00,15,6,14,,,
70,a48c5322-17ba-4601-ae2c-6ccb0e31cb64,2024-03-05,18:00:00,20:00:00,18:30:00,18:45:00,15,4,5,,,
71,2408bf06-1514-4630-94c7-25d37250379a,2024-02-17,9:00:00,11:00:00,9:00:00,9:15:00,15,4,3,,,
72,1ccdcbd4-df8b-4d07-9ad4-7e6a40f46e34,2024-01-17,18:00:00,20:00:00,18:45:00,19:00:00,15,4,3,delayed due to patient,2024-01-26 00:00:00,15
73,9fea3574-6a1a-48bf-a871-8964dff5931f,2024-02-15,9:00:00,11:00:00,9:45:00,10:00:00,15,4,12,,,
74,8ef40ced-fd67-46af-81bd-2ed17ca1539e,2024-02-19,20:00:00,23:00:00,21:15:00,21:30:00,15,6,11,,,
75,64ba6317-2b0f-4e31-897a-e3838335c78d,2024-02-26,9:00:00,11:00:00,9:00:00,9:15:00,15,4,12,delayed due to patient,2024-02-08 00:00:00,10
76,f2638f87-ab36-4e3b-9e2d-012ebd32e62a,2024-02-04,18:00:00,20:00:00,18:00:00,18:15:00,15,4,9,delay in arrival,2024-03-07 00:00:00,12
77,a104e764-48a7-4456-a68d-18ab3f5e71a5,2024-01-18,20:00:00,23:00:00,20:45:00,21:00:00,15,6,13,,,
78,18c0ddca-0864-465b-93c7-88625070b0e5,2024-02-28,20:00:00,23:00:00,20:00:00,20:15:00,15,6,8,,,
79,29fd7eb3-67c9-4468-8ab0-c3c0bafeeee0,2024-02-04,9:00:00,11:00:00,9:30:00,9:45:00,15,4,0,,,
80,ab4b7c36-579f-49c9-b3cb-fd85fddb47e1,2024-03-19,20:00:00,23:00:00,20:45:00,21:00:00,15,6,10,delay in arrival,2024-03-13 00:00:00,0
81,479572f5-5317-42cb-8eb0-38831275e462,2024-03-20,20:00:00,23:00:00,20:15:00,20:30:00,15,6,2,,,
82,068f74c7-36e6-4596-9311-48a766392bd3,2024-01-06,20:00:00,23:00:00,20:15:00,20:30:00,15,6,12,,,
83,3162b95d-f219-4dfa-8301-2a6b654b4d2e,2024-03-23,18:00:00,20:00:00,18:45:00,19:00:00,15,4,5,,,
84,06678771-a06d-4ae4-8b8c-3fb7361287ab,2024-01-08,20:00:00,23:00:00,21:00:00,21:15:00,15,6,9,cannot make it,2024-03-30 00:00:00,13
85,aca1640c-de10-4bf3-9110-f18a6a3fc67a,2024-03-04,20:00:00,23:00:00,21:00:00,21:15:00,15,6,8,,,
86,8a352c07-d9dc-4779-918f-996fa976df5b,2024-01-25,18:00:00,20:00:00,18:00:00,18:15:00,15,4,2,,,
87,00bf1ee2-5ab0-4184-aa12-ff2ebc52d0c4,2024-03-03,9:00:00,11:00:00,9:30:00,9:45:00,15,4,4,,,
88,7385d428-7165-4fca-9d92-0fd4d8cb3f78,2024-02-03,18:00:00,20:00:00,18:15:00,18:30:00,15,4,0,,,
89,daa23185-0878-44d4-81e4-159982894b54,2024-01-17,18:00:00,20:00:00,18:00:00,18:15:00,15,4,15,,,
90,ea86a1e5-bfd8-4265-98ac-20f93688d250,2024-03-24,9:00:00,11:00:00,9:30:00,9:45:00,15,4,7,delayed due to patient,2024-02-13 00:00:00,5
91,d6122c4a-22a3-4128-9866-a48370af69c5,2024-01-19,9:00:00,11:00:00,9:30:00,9:45:00,15,4,7,,,
92,2cab1a0a-f464-4dea-9c5c-9f83cdfc921b,2024-03-24,20:00:00,23:00:00,20:30:00,20:45:00,15,6,12,delayed due to patient,2024-01-23 00:00:00,10
93,6996486b-7bd0-4240-9ae6-cd67d29f84fc,2024-01-02,20:00:00,23:00:00,21:15:00,21:30:00,15,6,12,,,
94,bf81dcb1-14fe-4083-adab-111ec1bad9b5,2024-03-10,9:00:00,11:00:00,9:15:00,9:30:00,15,4,4,cannot make it,2024-01-05 00:00:00,13
95,190764aa-ea5c-49a7-8042-ab3076c1f206,2024-03-15,20:00:00,23:00:00,20:45:00,21:00:00,15,6,7,,,
96,b69a8314-dfac-4792-a583-035993566b46,2024-01-29,20:00:00,23:00:00,21:00:00,21:15:00,15,6,8,,,
97,e21a9e97-5e7d-42b4-8480-816f035f9a65,2024-03-12,18:00:00,20:00:00,19:00:00,19:15:00,15,4,6,,,
98,4ffe4a7e-877e-44f0-aa3e-71162d4ad8ee,2024-02-01,9:00:00,11:00:00,9:45:00,10:00:00,15,4,6,,,
99,601c4e05-08b7-4de5-aa67-1fdbdb12e1c4,2024-03-03,20:00:00,23:00:00,21:00:00,21:15:00,15,6,14,,,
100,7520488b-9d17-443a-b65b-d24537e7038e,2024-01-28,20:00:00,23:00:00,20:30:00,20:45:00,15,6,14,,,
101,9a8de1f9-bc00-407b-9a78-063618b2e580,2024-01-27,9:00:00,11:00:00,9:00:00,9:15:00,15,4,6,,,
102,b9d050c1-bcce-4ec9-bc27-5bea93f05f9b,2024-03-16,20:00:00,23:00:00,21:15:00,21:30:00,15,6,9,cannot make it,2024-03-06 00:00:00,2
103,74ee94fb-fe3b-4ca7-8e5b-17c2f0c5bd60,2024-02-16,9:00:00,11:00:00,10:00:00,10:15:00,15,4,4,,,
104,dbcc4a62-a174-4cce-a967-2d0a80d756f2,2024-03-09,9:00:00,11:00:00,10:00:00,10:15:00,15,4,2,,,
105,5b7066ce-2c14-4e5e-af7e-ddcda9febc38,2024-03-29,9:00:00,11:00:00,9:00:00,9:15:00,15,4,7,,,
106,19559658-cb86-4b5e-a4b0-337eaf984961,2024-01-22,20:00:00,23:00:00,20:15:00,20:30:00,15,6,2,,,
107,7ff7c944-8231-4611-af47-0f434c0ac9e8,2024-01-25,18:00:00,20:00:00,18:30:00,18:45:00,15,4,13,cannot make it,2024-02-04 00:00:00,2
108,6d80ffc5-6428-416b-a3b6-875860215c3f,2024-02-18,18:00:00,20:00:00,18:00:00,18:15:00,15,4,0,,,
109,3e14092f-358f-4677-ac37-1912b895dad9,2024-03-16,20:00:00,23:00:00,21:00:00,21:15:00,15,6,10,delay in arrival,2024-02-11 00:00:00,12
110,c9f68e93-50e2-4375-bf16-b001655a1ca4,2024-03-19,20:00:00,23:00:00,20:00:00,20:15:00,15,6,8,,,
111,238f3c1c-9461-40a9-99a4-508322ff8117,2024-02-03,18:00:00,20:00:00,18:00:00,18:15:00,15,4,6,,,
112,63b4ca1d-88c6-4448-ac44-2daa35a54b09,2024-03-26,18:00:00,20:00:00,18:00:00,18:15:00,15,4,14,,,
113,c7fd8041-d0c9-4085-ad22-69ba985ecd1b,2024-01-14,20:00:00,23:00:00,20:30:00,20:45:00,15,6,5,delayed due to patient,2024-03-28 00:00:00,13
114,f963d059-f27e-48cd-8a38-5127f647cf2f,2024-01-20,18:00:00,20:00:00,18:30:00,18:45:00,15,4,2,delayed due to patient,2024-01-24 00:00:00,4
115,4b772e45-4d52-4892-bf3d-4f02925a13ac,2024-03-05,20:00:00,23:00:00,21:00:00,21:15:00,15,6,8,delayed due to patient,2024-02-13 00:00:00,14
116,cc04ab61-8bb4-4137-abb8-493daecdc5ec,2024-01-01,9:00:00,11:00:00,9:15:00,9:30:00,15,4,14,,,
117,dc63a051-063e-4ca7-8778-b709490cce5c,2024-02-07,20:00:00,23:00:00,21:30:00,21:45:00,15,6,2,,,
118,3882fafd-c1cb-4cb3-bca1-b291255fe716,2024-03-27,20:00:00,23:00:00,21:15:00,21:30:00,15,6,10,,,
119,413b8fe9-21db-4225-8922-abe935719ba8,2024-03-24,9:00:00,11:00:00,9:30:00,9:45:00,15,4,4,,,
120,db57f9bc-30af-4750-b660-998574b8c0c8,2024-02-12,20:00:00,23:00:00,21:15:00,21:30:00,15,6,13,,,
121,7dbe0f72-0d9a-4f8c-948c-11e600bf8e6e,2024-02-08,9:00:00,11:00:00,9:00:00,9:15:00,15,4,5,,,
122,96778154-f550-4413-828f-e0e33ffe2fc6,2024-02-26,18:00:00,20:00:00,18:00:00,18:15:00,15,4,7,cannot make it,2024-03-11 00:00:00,13
123,8b87f507-93ac-4ed2-aa62-b4b675c067ea,2024-03-04,18:00:00,20:00:00,18:45:00,19:00:00,15,4,3,,,
124,e782e189-c0d8-46fd-ab39-6311af52ebc9,2024-02-13,20:00:00,23:00:00,21:30:00,21:45:00,15,6,6,,,
125,c3ec00c6-a291-4ca1-ab84-a45e55719d96,2024-03-06,18:00:00,20:00:00,18:45:00,19:00:00,15,4,11,,,
126,3aa10aeb-f871-476a-809c-2afdf95d7f03,2024-03-24,9:00:00,11:00:00,9:15:00,9:30:00,15,4,5,,,
127,ff076dc3-8f9b-4b35-80b2-1624c9724a1e,2024-03-16,9:00:00,11:00:00,10:00:00,10:15:00,15,4,8,delayed due to patient,2024-01-22 00:00:00,0
128,eec619a4-2652-4c4a-9ef6-54756b95af90,2024-01-24,20:00:00,23:00:00,20:15:00,20:30:00,15,6,13,,,
129,92b17a86-5c9f-4eba-99bc-dd05050f38f6,2024-02-05,9:00:00,11:00:00,9:45:00,10:00:00,15,4,14,,,
130,80232285-dfc0-42f4-aa06-9f547ad1fa3e,2024-01-20,18:00:00,20:00:00,18:15:00,18:30:00,15,4,6,,,
131,b21b603b-ab59-499e-b68d-9052c2c59ec9,2024-01-08,18:00:00,20:00:00,18:00:00,18:15:00,15,4,3,,,
132,e35d0e89-ed62-4940-b476-4df8caf92458,2024-03-30,9:00:00,11:00:00,9:15:00,9:30:00,15,4,4,,,
133,b928437b-a4b9-4638-b356-b9fd092d8736,2024-01-02,20:00:00,23:00:00,20:00:00,20:15:00,15,6,6,delay in arrival,2024-03-04 00:00:00,3
134,78a412b6-16ab-4ca1-a2fd-640734da58fe,2024-02-08,9:00:00,11:00:00,9:30:00,9:45:00,15,4,1,cannot make it,2024-03-01 00:00:00,9
135,74a50673-bbc1-4f8a-a214-24983c3cea26,2024-03-27,9:00:00,11:00:00,9:00:00,9:15:00,15,4,3,delay in arrival,2024-02-15 00:00:00,14
136,fd8322ce-550a-4879-ab80-44ab23c1bab4,2024-02-12,18:00:00,20:00:00,18:30:00,18:45:00,15,4,14,,,
137,7182ecd1-b3da-4d03-8141-44ca6f2d0251,2024-03-28,9:00:00,11:00:00,9:00:00,9:15:00,15,4,12,cannot make it,2024-02-09 00:00:00,15
138,682ee540-d25f-4651-aca2-3ab2fd23399c,2024-01-04,20:00:00,23:00:00,20:15:00,20:30:00,15,6,4,,,
139,fad8394d-b568-488c-8cb2-9945df5314ef,2024-02-28,18:00:00,20:00:00,18:15:00,18:30:00,15,4,3,delayed due to patient,2024-03-15 00:00:00,9
140,7db795fd-8c68-4a67-9b54-88879fd7518d,2024-03-22,9:00:00,11:00:00,9:15:00,9:30:00,15,4,1,delay in arrival,2024-03-13 00:00:00,1
141,4cfa655e-451b-4471-bb95-c474f4f6eb53,2024-02-14,20:00:00,23:00:00,21:15:00,21:30:00,15,6,4,,,
142,99cf203b-19ef-454c-99c5-40c3ba1d471a,2024-03-22,20:00:00,23:00:00,20:15:00,20:30:00,15,6,2,,,
143,a65f8707-6306-44ae-a532-6bc0c31b9a7c,2024-02-18,20:00:00,23:00:00,20:45:00,21:00:00,15,6,13,,,
144,9fdb2ef7-4e48-4ef0-aa7b-17586ff74759,2024-03-28,20:00:00,23:00:00,20:45:00,21:00:00,15,6,8,,,
145,84bb8a08-6c3c-4b84-8409-9095f9d2097a,2024-03-18,9:00:00,11:00:00,9:30:00,9:45:00,15,4,2,,,
146,ecd97ae1-931d-442f-a05f-357145b20d99,2024-02-18,9:00:00,11:00:00,9:30:00,9:45:00,15,4,5,,,
147,2cc06e02-7f01-439e-bcba-4fe72492c0dd,2024-02-23,18:00:00,20:00:00,18:30:00,18:45:00,15,4,15,,,
148,aabc0488-d2c1-4cd9-a2ed-6962b378afb7,2024-02-08,9:00:00,11:00:00,9:15:00,9:30:00,15,4,2,delayed due to patient,2024-03-24 00:00:00,8
149,e96a2262-9164-4741-a238-7fc94d8f06ec,2024-03-10,20:00:00,23:00:00,21:15:00,21:30:00,15,6,1,cannot make it,2024-02-16 00:00:00,1
150,035c88d5-8e28-4f13-b095-9391d6a66c86,2024-01-08,18:00:00,20:00:00,18:15:00,18:30:00,15,4,2,,,
151,a4c111fe-d614-45ed-9021-38bc666e6e61,2024-01-13,9:00:00,11:00:00,9:45:00,10:00:00,15,4,7,,,
152,148f3691-7a0c-4ae0-8f52-8d0defe83f77,2024-03-17,9:00:00,11:00:00,9:30:00,9:45:00,15,4,14,,,
153,4d030372-59f9-4538-b69f-b19dd3170ff8,2024-02-14,20:00:00,23:00:00,20:30:00,20:45:00,15,6,5,,,
154,cab6d62f-a6f9-4e7c-a898-81232a8ce552,2024-03-09,9:00:00,11:00:00,10:00:00,10:15:00,15,4,3,,,
155,77235922-fbe2-4cbf-b260-79afab8078f6,2024-02-21,20:00:00,23:00:00,20:30:00,20:45:00,15,6,4,delayed due to patient,2024-03-04 00:00:00,9
156,607ba96d-3d43-4b9c-91ed-672c69a8deb4,2024-01-31,9:00:00,11:00:00,9:00:00,9:15:00,15,4,15,,,
157,d4a0d8b6-0002-45b1-ae54-2e9332128839,2024-01-23,9:00:00,11:00:00,9:45:00,10:00:00,15,4,1,delay in arrival,2024-03-27 00:00:00,5
158,0f8494ff-f97d-446a-9788-327e60ee2e95,2024-02-24,20:00:00,23:00:00,21:30:00,21:45:00,15,6,10,,,
159,ad9d88df-f8c9-42d8-a426-e39514bff63a,2024-01-21,18:00:00,20:00:00,18:15:00,18:30:00,15,4,12,,,
160,437a5052-c508-4157-b118-a5c8fec7ae5e,2024-02-21,20:00:00,23:00:00,21:00:00,21:15:00,15,6,10,,,
161,43a9f362-4054-4185-8355-a921ac0e1fa9,2024-02-10,9:00:00,11:00:00,9:00:00,9:15:00,15,4,0,delay in arrival,2024-01-15 00:00:00,7
162,1872ce39-ba7f-4006-937e-852d6b71d6d5,2024-02-29,9:00:00,11:00:00,9:00:00,9:15:00,15,4,15,,,
163,d9b66c7f-27d1-4611-8bcf-b714f6302e91,2024-03-18,20:00:00,23:00:00,21:30:00,21:45:00,15,6,15,,,
164,c89987eb-bb2d-4f4b-bc84-3db7557ff945,2024-02-03,9:00:00,11:00:00,9:30:00,9:45:00,15,4,6,,,
165,6fc556d3-5b30-49e2-bafc-8378fe31a8ab,2024-03-25,18:00:00,20:00:00,18:30:00,18:45:00,15,4,12,delayed due to patient,2024-03-29 00:00:00,10
166,67857e2d-24dd-406c-b3d7-e4a6d760031e,2024-01-30,9:00:00,11:00:00,9:00:00,9:15:00,15,4,9,,,
167,94267a7c-d238-4ef7-b9b3-ea318c8093c0,2024-01-26,20:00:00,23:00:00,21:15:00,21:30:00,15,6,8,,,
168,e34eaf59-f3b0-45c4-814b-e70fedaf7340,2024-03-06,18:00:00,20:00:00,18:45:00,19:00:00,15,4,15,,,
169,9398b622-724d-42bf-a560-89e45494de3e,2024-03-23,9:00:00,11:00:00,9:15:00,9:30:00,15,4,0,,,
170,f304b42b-e1c0-4976-a11a-fca38b8369f8,2024-01-01,9:00:00,11:00:00,9:15:00,9:30:00,15,4,15,cannot make it,2024-02-29 00:00:00,13
171,5cbc0f78-a7c7-4039-80ac-58e486b50a63,2024-01-17,9:00:00,11:00:00,9:15:00,9:30:00,15,4,7,cannot make it,2024-02-02 00:00:00,4
172,c5c8d33e-68eb-4a8f-b893-0283d561fe6e,2024-02-27,9:00:00,11:00:00,9:30:00,9:45:00,15,4,8,delayed due to patient,2024-02-09 00:00:00,12
173,3f2b2eb2-ed0c-45f9-abce-9ebd32a13de0,2024-03-24,9:00:00,11:00:00,9:45:00,10:00:00,15,4,10,,,
174,cf1736a6-9cfa-42b9-bfaf-233f2fbf33f9,2024-03-24,18:00:00,20:00:00,18:30:00,18:45:00,15,4,11,,,
175,72685b0d-3641-4eea-bfba-33dba23ef59a,2024-03-01,9:00:00,11:00:00,9:00:00,9:15:00,15,4,11,cannot make it,2024-03-17 00:00:00,0
176,08c656e9-a6c4-4b48-babb-dd5a1a8cb8c6,2024-01-04,20:00:00,23:00:00,20:00:00,20:15:00,15,6,5,delayed due to patient,2024-02-07 00:00:00,3
177,e87f927a-32a5-4bce-bc2a-6f06f801196e,2024-02-22,20:00:00,23:00:00,20:45:00,21:00:00,15,6,3,cannot make it,2024-01-28 00:00:00,5
178,edc210f2-8d2b-4a7f-9ab6-c11aa8cc6645,2024-03-10,9:00:00,11:00:00,9:00:00,9:15:00,15,4,8,cannot make it,2024-03-14 00:00:00,0
179,92aec9e5-7ef3-4247-bab0-16ac84a97f99,2024-02-21,18:00:00,20:00:00,18:30:00,18:45:00,15,4,12,,,
180,f4037562-01b7-4153-a97f-dbe5f88139fe,2024-02-01,18:00:00,20:00:00,18:00:00,18:15:00,15,4,14,,,
181,c9aa99ef-fbf4-4f2a-ab30-79ccc44f9ec4,2024-01-13,18:00:00,20:00:00,18:30:00,18:45:00,15,4,6,,,
182,f7a5fc30-7d29-4b7a-a050-e39c99118132,2024-01-03,20:00:00,23:00:00,20:00:00,20:15:00,15,6,6,delay in arrival,2024-02-03 00:00:00,10
183,dd7a63a8-d767-43a6-b7ea-095854c8a16e,2024-02-07,20:00:00,23:00:00,20:30:00,20:45:00,15,6,15,,,
184,ba42acd1-3495-4fcb-99e7-ab76ef0746b5,2024-03-04,20:00:00,23:00:00,21:30:00,21:45:00,15,6,15,,,
